Id,STseg,TTseg,Segmentation,Study,Session,SL,TL,Task,Text,Part,Nedit,Dur,FDur,PreGap,TG300,TD300,TB300,TG500,TD500,TB500,TG1000,TD1000,TB1000,TG2000,TD2000,TB2000,TG5000,TD5000,TB5000,Scatter,FixS,TrtS,FixT,TrtT,ParalFixS,ParalS,ParalFixT,ParalT,Ins,Del,MIns,MDel,AIns,ADel,SIns,SDel,TokS,LenS,TokT,LenT,LenMT,Yawat,String,HTra,HSeg,Hcross,SynSimS,SynSimT,SynSim
7,7,7,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,3,44169,44169,28393,14507,1269,10,12931,2845,6,10795,4981,2,10795,4981,2,10795,4981,2,2,0,0,0,0,0,0,0,0,32,17,32,17,0,0,0,0,8,29,6,16,0,---,这比_Asante_厉害_得_多_。,2.84,1.49,0,2.88,4.17,3.52
8,8,8,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,1,28183,28183,27379,539,265,1,539,265,1,0,804,0,0,804,0,0,804,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,8,27,4,7,0,---,他_只有_拳头_。,2.58,1.55,0,1.25,3.75,2.5
9,9,9,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,10,840413,553702,571288,254637,14488,42,249789,19336,29,243654,25471,19,236505,32620,14,219845,49280,8,12,0,0,0,0,0,0,0,0,160,159,160,159,0,0,0,0,4,14,6,9,0,---,他_使用_他_的_拳头_。,2,1.48,0,2,1,1.5
10,10,10,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,13,1089477,1089477,281418,750915,57144,192,733539,74520,146,693695,114364,89,654336,153723,61,571671,236388,36,56,0,0,0,0,0,0,0,0,652,652,652,652,0,0,0,0,27,140,37,63,0,---,他_扑_向_了_一个_离_他_最近_、_正在_瞄准_Kito_准备_射击_的_S_ā_ḥ_ilite_身上_，_当_甲板_吱_嘎_作响_、_晃动_倾斜_时_，_他_的_身体_晃得_厉害_。,2.76,1.7,0,6.22,3.7,4.96
11,11,11,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,4,194394,194394,181931,9937,2526,5,9537,2926,4,9537,2926,4,7113,5350,2,5066,7397,1,7,0,0,0,0,0,0,0,0,36,42,36,42,0,0,0,0,14,73,14,22,0,---,海水_冲出_了_月亮_池_的_边缘_，_瀑布_般_漫过_了_池面_。,2.12,1.38,0,2.29,2.07,2.18
12,12,12,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,7,379392,379392,272148,96926,10318,27,93479,13765,18,89199,18045,11,83060,24184,7,78408,28836,5,12,0,0,0,0,0,0,0,0,122,129,122,129,0,0,0,0,10,47,5,16,0,---,Asante_一路_猛击_入侵者_。,2.32,1.54,0,1.8,5,3.4
13,13,13,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,4,208104,208104,205129,1078,1897,3,0,2975,0,0,2975,0,0,2975,0,0,2975,0,4,0,0,0,0,0,0,0,0,23,57,23,57,0,0,0,0,5,20,6,9,0,---,她_大_范围_地_扫射_。,2.15,1.32,0,3,2.5,2.75
14,14,14,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,9,494826,494826,271173,208165,15488,48,202422,21231,34,191912,31741,20,180949,42704,13,159820,63833,6,23,0,0,0,0,0,0,0,0,179,143,179,143,0,0,0,0,29,142,23,40,0,---,一个_蜘蛛网_遮盖_了_观察_孔_；_甚至_当_玻璃_试图_从_边缘_愈合_时_，_一股_细细的_水流_从_中心_喷出_。,2.58,1.44,0,3.03,3.73,3.38
15,15,15,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,10,583124,583124,295979,266248,20897,76,258038,29107,55,245046,42099,37,230910,56235,27,189493,97652,13,25,0,0,0,0,0,0,0,0,264,263,264,263,0,0,0,0,21,107,22,44,0,---,Asante_撤退_之前_，_他_最后_看到_的_是_S_ā_ḥ_ilite_的_潜水衣_上_有_一个_沙漠_锤_标志_。,2.16,1.42,0,4.33,4.95,4.64
1,1,38,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,2,38642,38642,26595,10024,2023,5,9260,2787,3,9260,2787,3,9260,2787,3,0,12047,0,2,0,0,0,0,0,0,0,0,23,24,23,24,0,0,0,0,3,18,1,4,0,---,回顾过去,1.96,0,0,1,3,2
2,2,39,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,4,149922,149922,144755,5165,2,3,5165,2,3,5165,2,3,2475,2692,1,0,5167,0,2,0,0,0,0,0,0,0,0,7,2,7,2,0,0,0,0,6,28,5,10,0,---,有关_家族史_的_一课_。,2.18,0.51,0,2.67,3.8,3.23
3,3,40,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,2,120999,120999,120571,0,428,0,0,428,0,0,428,0,0,428,0,0,428,0,2,0,0,0,0,0,0,0,0,3,219,3,219,0,0,0,0,11,53,12,20,0,---,你_对_你_叔叔_坟墓_的_所作所为_是_不可_原谅_的_。,0.87,0.48,0,3.45,2.92,3.19
4,4,41,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,5,1651688,976800,494497,1139369,17822,77,1134962,22229,66,1124287,32904,52,1103205,53986,38,1057835,99356,24,74,0,0,0,0,0,0,0,0,431,217,431,217,0,0,0,0,131,629,136,216,0,---,你_的_母亲_总是_责备_自己_。_她_说_你_不_知道_自己_在_做_什么_。_当_你_把_我_给_你_的_羊角_号_换成_eMotiv_头盔_的_时候_，_或许_是_这样_，_甚至_当_你_和_那些_剃_了_光头_、_嘴巴_脏兮兮_的_小混混_成为_朋友_的_时候_，_我_都_可以_接受_。_然而_我_永远_不会_原谅_你_在_游戏_舱上_使用_纳粹党_十字_记号_，_但_你_是_我_女儿_的_儿子_，_不是_我_的_。_也许_这_只是_青春期_的_叛逆_。_但_你_怎么_可能_知道_呢_？_2017_年_的_孩子_怎么_可能_知道_呢_？_历史_书_和_粗糙_的_老照片_告诉_我们_，_种族灭绝_是_一件_太_可怕_的_事_。_你_不曾_在_那里_；_你_也_永远_不会_明白_。,1.56,0.77,0,4.17,3.4,3.78
5,5,42,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,4,1767900,262045,1109879,651279,6742,26,648238,9783,18,643861,14160,12,643861,14160,12,634967,23054,9,19,0,0,0,0,0,0,0,0,215,231,215,231,0,0,0,0,107,502,97,152,0,---,我们_告诉_自己_，_你_内心_是_个_好孩子_，_对_你_来说_那_是_一段_古老_的_历史_，_抽象_而_不_真实_。_我们_两个_人_都_是_医生_，_都_熟悉_那种_自我_厌恶_的_犹太人_的_悲伤_形象_，_我们_说服_自己_把_你_当成_某种_受害者_。_但是_之后_警察_把_你_从_墓_地带_回来_，_你_用_迟钝_、_冷漠_的_眼睛_看着_我们_，_我_不再_找_借口_了_。_那_不仅仅_是_你_叔叔_的_坟墓_。_你_对_着_六百万_其他人_吐口_水_，_这_毫无意义_。,1.5,0.75,0,2.47,2.86,2.66
1,1,33,paragraph,CREATIVE2,P12_P2,en,zh,P,2,P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,---,零,2.55,1.49,0,1,1,1
2,2,34,paragraph,CREATIVE2,P12_P2,en,zh,P,2,P12,4,4889189,913957,3125904,1715116,48169,174,1700335,62950,136,1666218,97067,86,1620671,142614,53,1542734,220551,29,49,0,0,0,0,0,0,0,0,558,563,558,563,0,0,0,0,126,696,152,229,0,---,阿桑特_发出_尖锐_的_声响_熄灭_了_火光_。_地狱_是_一个_回声_室_，_到处_都_是_呼号_、_海水_和_金属_相撞_的_声音_。_恐怖_的_阴影_沿_防水_壁_移动_；_绿光_交织成_的_网格_在_一切_物体_的_表面_扭动_。_撒_西特_从_月池_中_升起_，_就_像_那些_明亮_的_泻湖_中_的_生物_一样_，_随着_它们_的_出现_而_燃烧_；_拉希_达_的_中部_在_黑雾_中_爆炸_，_她_的_上半部_倒塌_在_甲板_上_。_基托_仍_在_往_干_衣架_上_的_鱼_枪_走_去_—_—_就_像_有些_旧时_的_渔夫_可能_会_用_它们_的_枪_和_气动_装置_以及_子弹_抵御_这些_怪物_，_他们_的_小_子弹_把_自己_深深_埋_在_你_的_血肉_里_，_然后_向_你_展示_五百_种_释放_的_气体_对_你_五脏六腑_的_伤害_。,2.2,1.32,0,3.48,2.52,3
3,3,35,paragraph,CREATIVE2,P12_P2,en,zh,P,2,P12,5,662596,372561,434047,222194,6355,22,220046,8503,16,214015,14534,7,211206,17343,5,197691,30858,1,10,0,0,0,0,0,0,0,0,78,79,78,79,0,0,0,0,16,56,13,21,0,---,这_远远_超过_阿桑特_的_威力_。_他_只_知道_用_蛮力_。,2.71,1.52,0,1.75,2.38,2.07
4,4,36,paragraph,CREATIVE2,P12_P2,en,zh,P,2,P12,6,2043007,1548758,111367,1883394,48246,208,1866955,64685,167,1824318,107322,110,1770950,160690,71,1706315,225325,50,57,0,0,0,0,0,0,0,0,588,608,588,608,0,0,0,0,89,436,94,148,0,---,他_使出_蛮力_。_因为_在_撒_西特_的_视线_中_，_她_与_基托_排成_一条线_，_他_在_最近_的_撒_西特_身边_将_自己_发射_，_随着_枪膛_震响_、_下沉_和_倾斜_，_运动_轨迹_也_发生_剧烈_转向_。_海水_冲_过_月池_的_边缘_，_瀑布_漫过_了_水面_。_阿桑特_在_下行_时朝_入侵者_猛击_。_她_射_偏_了_。_瞄准镜_如_蜘蛛网_膨胀_般_碎裂_；_即使_镜片_试图_从_其_边缘_愈合_，_其_中心_也_会_有_一个_细小_的_喷水_口_。,2.48,1.52,0,3.96,3.98,3.97
5,5,37,paragraph,CREATIVE2,P12_P2,en,zh,P,2,P12,3,401884,401884,183276,207982,10626,41,203152,15456,29,193127,25481,15,184153,34455,8,181240,37368,7,14,0,0,0,0,0,0,0,0,117,126,117,126,0,0,0,0,21,107,23,37,0,---,阿桑特_最后_一个_所见_之物_，_是_在_撒_西特_将_他击_走_之前_，_她_水母_衣上_的_沙漠_锤_图标_。,2.16,1.42,0,4.81,4.04,4.43
1,1,16,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,317143,38737,300418,12676,4049,13,11229,5496,9,8367,8358,5,4896,11829,2,0,16725,0,1,0,0,0,0,0,0,0,0,45,47,45,47,0,0,0,0,3,18,2,4,0,---,旧日_重现,1.96,0,0,1.33,2.5,1.92
2,2,17,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,9905,9905,9904,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,28,4,8,0,---,家族史_的_一课_。,2.18,0.51,0,2.33,3.75,3.04
3,3,18,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,220613,220613,193869,26368,376,5,26368,376,5,25143,1601,3,23288,3456,2,19401,7343,1,4,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,11,53,13,18,0,---,你_对_你_叔叔_坟墓_所_做_的_事_，_不可_原谅_。,0.87,0.48,0,4.73,3.69,4.21
4,4,19,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,68264,68264,28219,36808,3237,19,34932,5113,14,31936,8109,10,26568,13477,6,15506,24539,2,1,0,0,0,0,0,0,0,0,46,43,46,43,0,0,0,0,8,39,8,14,0,---,您_母亲_像_往常_一样_陷入_自责_。,1.68,0.96,0,3.12,2.88,3
5,5,20,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,4,94006,94006,69945,23085,976,9,22727,1334,8,21118,2943,6,16585,7476,3,9849,14212,1,7,0,0,0,0,0,0,0,0,20,19,20,19,0,0,0,0,12,47,11,15,0,---,她_说_，_你_不_知道_自己_在_做_什么_。,0.53,0.31,0,2.83,3.55,3.19
6,6,21,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,4,753000,533184,48618,686298,18084,68,681489,22893,56,665998,38384,35,653862,50520,27,615563,88819,15,25,0,0,0,0,0,0,0,0,218,219,218,219,0,0,0,0,36,184,36,64,0,---,我_或许_可以_接受_你_用_我_给_你_的_羊角_号_换_得_了_那_副_eMotiv_耳机_，_甚至_可以_容忍_你_和_那些_剃着_光头_、_满嘴_污言秽语_的_年轻_恶棍_呼朋唤友_。,1.75,0.86,0,5.47,4,4.74
7,7,22,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,4,388267,388267,218729,164047,5491,26,162029,7509,21,155097,14441,12,146974,22564,7,136227,33311,3,6,0,0,0,0,0,0,0,0,69,72,69,72,0,0,0,0,22,99,24,36,0,---,我_永远_无法_原谅_你_游戏_器中_的_纳粹_十字_，_但_你_是_我_女儿_的_儿子_，_不是_我_的_儿子_。,1.56,0.82,0,2.14,2.04,2.09
8,8,23,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,7,217001,217001,194684,19717,2600,13,17667,4650,8,15417,6900,4,12240,10077,2,8478,13839,1,7,0,0,0,0,0,0,0,0,36,36,36,36,0,0,0,0,7,40,7,13,0,---,也许_这_只是_青春期_的_叛逆_。,0.72,0.45,0,1.29,1.43,1.36
9,9,24,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,4,21854,21854,1740,17090,3024,10,15446,4668,6,14039,6075,4,12758,7356,3,5921,14193,1,3,0,0,0,0,0,0,0,0,36,32,36,32,0,0,0,0,8,31,6,9,0,---,你_又_如何_知晓_呢_？,1.8,0.71,0,2.5,4.83,3.67
10,10,25,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,50662,50662,17165,30517,2980,16,29015,4482,12,26384,7113,8,20968,12529,4,16371,17126,2,3,0,0,0,0,0,0,0,0,43,35,43,35,0,0,0,0,11,47,15,26,0,---,现在_是_2017_年_，_孩子_们_怎么_能_真的_知道_历史_真相_呢_？,1.96,0.86,0,5.64,3.6,4.62
11,11,26,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,213610,213610,128688,78267,6655,35,76513,8409,30,65558,19364,15,59322,25600,11,32036,52886,4,11,0,0,0,0,0,0,0,0,98,91,98,91,0,0,0,0,17,94,20,38,0,---,种族灭绝_是_一件_极其可怕_的_事情_，_仅凭_历史_书_和_年代久远_的_照片_，_是_不足以_展现_的_。,1.97,1.01,0,4.29,3.8,4.05
12,12,27,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,1,16193,16193,6101,7728,2364,6,6528,3564,3,5837,4255,2,4338,5754,1,0,10092,0,3,0,0,0,0,0,0,0,0,29,27,29,27,0,0,0,0,10,48,10,16,0,---,你_没有_经历_过_；_你_永远_无法_理解_。,1.29,0.53,0,1.2,1.3,1.25
13,13,28,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,1,141795,141795,36108,102064,3623,18,100855,4832,15,97507,8180,10,93613,12074,7,84451,21236,4,3,0,0,0,0,0,0,0,0,51,55,51,55,0,0,0,0,23,105,25,36,0,---,我们_宽慰_自己_：_你_内心_是_个_好_男孩_，_这_段_古老_的_历史_，_对_你_来说_，_抽象_且_虚幻_。,1.22,0.54,0,2.04,1.8,1.92
14,14,29,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,2,160299,160299,53644,97960,8695,27,94929,11726,20,87942,18713,10,84111,22544,7,77274,29381,5,9,0,0,0,0,0,0,0,0,94,93,94,93,0,0,0,0,30,144,28,48,0,---,我们_两_身为_医生_，_都_熟悉_自我_憎恨_的_犹太人_的_悲伤_性格_，_我们_告诉_自己_，_要_像_对待_某类_受害者_一样_对待_你_。,1.69,0.9,0,3.53,3.11,3.32
15,15,30,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,1,165069,165069,54506,108224,2339,8,107399,3164,6,105690,4873,4,105690,4873,4,105690,4873,4,5,0,0,0,0,0,0,0,0,34,31,34,31,0,0,0,0,28,141,27,39,0,---,然后_警察_把_你_从_墓地_带回_，_你_用_那_黯然_、_冷漠_的_眼神_望_着_我们_，_于是_我_不再_找_借口_了_。,1.23,0.63,0,2.68,2.56,2.62
16,16,31,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,1,52476,52476,52189,0,287,0,0,287,0,0,287,0,0,287,0,0,287,0,1,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,9,35,8,13,0,---,这_不仅仅_是_你_叔叔_的_坟墓_。,1.29,0.7,0,1.44,1.75,1.6
17,17,32,sentence,CREATIVE2,P12_P5,en,zh,P,5,P12,1,106361,106361,1,98106,8254,23,94764,11596,14,91114,15246,9,88459,17901,7,85135,21225,6,10,0,0,0,0,0,0,0,0,86,79,86,79,0,0,0,0,17,77,19,33,0,---,你_是_在_侮辱_600_万_被_屠杀_的_犹太人_，_你_还_认为_，_这_没什么_大不了_。,2.1,1.04,0,2,1.95,1.97
1,1,1,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,2,11192,11192,1347,8294,1551,5,8294,1551,5,7409,2436,4,2244,7601,1,0,9845,0,4,0,0,0,0,0,0,0,0,20,9,20,9,0,0,0,0,1,5,5,10,0,---,神秘_的_“_ZeroS_”,2.55,1.49,0,5,1,3
2,2,2,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,5,603144,154200,572792,23935,6417,20,21796,8556,15,15937,14415,6,11868,18484,3,0,30352,0,6,0,0,0,0,0,0,0,0,76,80,76,80,0,0,0,0,5,27,5,10,0,---,阿桑特_发出_了_尖叫_。,1.91,1.09,0,2.4,1.6,2
3,3,3,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,4,52624,52624,38819,8107,5698,8,7339,6466,6,5584,8221,3,2416,11389,1,0,13805,0,3,0,0,0,0,0,0,0,0,62,51,62,51,0,0,0,0,15,73,24,35,0,---,这里_就_像_一个_让_人_绝望_的_回声_室_，_到处_都_是_呼号_和_海水_，_还有_叮当_的_金属_声_。,1.51,1,0,2.8,1.42,2.11
4,4,4,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,3,419291,419291,40051,368572,10668,50,362667,16573,36,354108,25132,24,341044,38196,15,310300,68940,7,19,0,0,0,0,0,0,0,0,155,147,155,147,0,0,0,0,16,91,25,41,0,---,巨大_阴影_沿着_拉希_达_”_号_的_舱壁_移动_，_舱壁_的_每_一面_都_有_绿色_的_密密麻麻_的_光点_不停_闪动_。,2.08,1.3,0,6.56,3.48,5.02
5,5,5,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,7,594641,594641,173460,382398,38783,124,369413,51768,92,340354,80827,51,310983,110198,31,263438,157743,16,38,0,0,0,0,0,0,0,0,473,450,473,450,0,0,0,0,35,180,53,77,0,---,萨西_莱特_战士_们_从_船上_的_圆井_甲板_钻_了_出来_，_就_像_电影_《_黑湖_妖潭_》_中_从_湖中_爬_出_的_妖怪_一样_，_一_出现_就_不停_地_开火_。_船_的_中部_在_黑雾_中_爆炸_，_船_的_上半身_也_倒塌_在_甲板_上_。,1.99,1.22,0,4.17,2.21,3.19
6,6,6,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,8,841537,841537,197512,603297,40728,140,587433,56592,100,557714,86311,58,535563,108462,42,466480,177545,19,33,0,0,0,0,0,0,0,0,490,505,490,505,0,0,0,0,55,325,57,93,0,---,基托_仍然_在_艰难_地_朝着_干_衣架_上_的_矛枪_走_去_—_—_就_好像_那杆_古董_鱼叉_能_把_这些_怪兽_赶走_一样_。_这群_家伙_可是_配着_枪_，_枪里_的_气压_子弹_可以_直击入_你_的_体内_，_然后_再_在_你_的_体内_深处_释放_500_个_大气压_的_冲击波_。,2.58,1.5,0,4.58,5.21,4.9
7,7,7,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,5,203512,203512,170292,28860,4360,17,25998,7222,10,23218,10002,6,21824,11396,5,12898,20322,2,8,0,0,0,0,0,0,0,0,51,45,51,45,0,0,0,0,8,29,7,13,0,---,这比_阿桑特_的_武器_强多_了_。,2.84,1.49,0,2.62,3,2.81
8,8,8,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,5,80731,80731,17650,49226,13855,40,42922,20159,24,34001,29080,12,21842,41239,4,13116,49965,2,6,0,0,0,0,0,0,0,0,171,170,171,170,0,0,0,0,8,27,9,17,0,---,因为_阿桑特_只有_他_自己_的_两个_拳头_。,2.58,1.55,0,2.5,3.44,2.97
9,9,9,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,4,77091,77091,54205,19609,3277,9,18901,3985,7,16965,5921,4,13768,9118,2,10991,11895,1,3,0,0,0,0,0,0,0,0,45,57,45,57,0,0,0,0,4,14,4,7,0,---,拳头_就_拳头_。,2,1.48,0,3,3,3
10,10,10,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,6,470567,470567,50730,393511,26326,102,382157,37680,74,363311,56526,46,338674,81163,28,293433,126404,14,22,0,0,0,0,0,0,0,0,367,349,367,349,0,0,0,0,27,140,43,68,0,---,他_朝着_离_他_最近_的_一名_萨西_莱特_战士_冲_了_过去_，_而_这时_，_这名_战士_正要_瞄准_基托_。_随着_甲板_轰隆_作响_、_不停_掉落_、_倒_向_两边_，_她_也_在_甲板_上_剧烈地_摇摆_。,2.76,1.7,0,5.52,2.72,4.12
11,11,11,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,5,232969,232969,130602,89514,12853,37,85057,17310,27,77296,25071,15,69309,33058,9,50767,51600,2,14,0,0,0,0,0,0,0,0,160,160,160,160,0,0,0,0,14,73,16,25,0,---,海水_冲过_了_圆井_甲板_的_边缘_，_海水_蔓延_在_船_的_镀层_上_。,2.12,1.38,0,2.79,2.19,2.49
12,12,12,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,2,73623,73623,5263,57928,10432,33,53081,15279,20,45022,23338,8,39793,28567,4,37330,31030,3,2,0,0,0,0,0,0,0,0,120,126,120,126,0,0,0,0,10,47,10,20,0,---,阿桑特_朝着_面前_的_入侵者_疯狂_地挥_着_拳头_。,2.32,1.54,0,4.5,5,4.75
13,13,13,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,3,249213,249213,238992,8944,1277,6,8146,2075,4,6060,4161,1,6060,4161,1,6060,4161,1,2,0,0,0,0,0,0,0,0,26,18,26,18,0,0,0,0,5,20,6,8,0,---,结果_她_射_偏_了_。,2.15,1.32,0,2,1.5,1.75
14,14,14,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,5,775454,775454,109305,635005,31144,113,624191,41958,86,598905,67244,50,583620,82529,39,537620,128529,25,31,0,0,0,0,0,0,0,0,391,384,391,384,0,0,0,0,29,142,32,48,0,---,就_见_观察窗_的_玻璃_上_就_如_蛛网_开花_一般_，_还_没_等_玻璃_从_外沿_向_内_进行_好_自我_修复_，_就_从_中间_爆射出_一股_水_。,2.58,1.44,0,7.21,5.38,6.29
15,15,15,sentence,CREATIVE2,P13_P2,en,zh,P,2,P13,3,414160,201199,67154,328305,18701,52,322852,24154,38,312378,34628,21,298431,48575,12,273296,73710,4,10,0,0,0,0,0,0,0,0,248,245,248,245,0,0,0,0,21,107,30,49,0,---,在_这_名萨西_莱特_战士_用_巨大_的_冲击_破_将_他_吹飞_之前_，_阿桑特_最后_一眼_看到_的_是_她_潜水衣_上_的_沙漠_之锤_的_图标_。,2.16,1.42,0,7.86,4.63,6.25
1,1,38,paragraph,CREATIVE2,P13_P5,en,zh,P,5,P13,1,20804,20804,19948,442,414,1,0,856,0,0,856,0,0,856,0,0,856,0,1,0,0,0,0,0,0,0,0,6,8,6,8,0,0,0,0,3,18,2,4,0,---,重复_过去,1.96,0,0,1,1.5,1.25
2,2,39,paragraph,CREATIVE2,P13_P5,en,zh,P,5,P13,1,14489,14489,1,14487,1,1,14487,1,1,14487,1,1,14487,1,1,14487,1,1,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,28,4,8,0,---,家族_历史_的_一课,2.18,0.51,0,2.67,2.75,2.71
3,3,40,paragraph,CREATIVE2,P13_P5,en,zh,P,5,P13,1,210,210,41,0,169,0,0,169,0,0,169,0,0,169,0,0,169,0,1,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,11,53,14,20,0,---,你_对_你_叔叔_的_坟墓_所作_的_事_是_不可_原谅_的_。,0.87,0.48,0,4,2.64,3.32
4,4,41,paragraph,CREATIVE2,P13_P5,en,zh,P,5,P13,2,1381915,1181749,200167,1098085,83663,297,1070082,111666,226,1011753,169995,141,936191,245557,89,811103,370645,49,100,0,0,0,0,0,0,0,0,983,963,983,963,0,0,0,0,131,629,158,237,0,---,你_的_母亲_从来_都_是_怪_她_自己_。_她_说_，_你_并不知道_自己_在_做_什么_。_我_可以_接受_你_把_我_送_你_的_羊角_号_拿_去_换_了_一副_时髦_耳机_，_呃_，_也许_吧_。_甚至_当_你_和_那些_剃着_光头_满嘴_脏话_的_小流氓_混在_一起_时_，_我_也_能_接受_。_我_本来_绝不会_原谅_你_竟然_在_你_的_游戏机_上_贴着_纳粹_邪恶_的_“_卍_”_标志_，_但_毕竟_你_是_我_女儿_的_儿子_，_而_不是_我_的_儿子_。_我_想_，_这_或许_只是_青春期_的_叛逆_。_毕竟_，_你_怎么_会_明白_—_—_到_现在_2017_年_了_，_还有_多少_孩子_真正_明白_：_要_用_历史_书_和_老照片_来_解释_种族灭绝_的_含义_，_是_一件_多么_令人恐怖_的_事情_。_你_没有_经历_过_，_你_永远_不会_明白_。,1.56,0.77,0,3.57,3.18,3.38
5,5,42,paragraph,CREATIVE2,P13_P5,en,zh,P,5,P13,2,751412,751412,21003,687300,43109,161,675856,54553,133,645874,84535,89,608021,122388,63,495098,235311,26,74,0,0,0,0,0,0,0,0,517,484,517,484,0,0,0,0,107,502,133,201,0,---,我们_告诉_自己_，_你_内心_还是_个_好孩子_，_毕竟_那段_历史_对_你_来说_，_古老_、_抽象_、_不_真实_。_我们_俩_都_是_医生_，_都_很_熟悉_这种_典型_又_可悲_的_犹太人_自我_厌恶_的_样子_，_所以_我们_说服_我们_自己_，_要_像_对待_受害者_一样_对待_你_。_然后_警察_就_把_你_从_墓_地带_了_回来_，_而_你_却_用_那双_呆滞_而_冷漠_的_眼睛_望_着_我们_。_那一刻_，_我_不再_为_你_找_借口_了_。_因为_那_不仅仅_是_你_叔叔_的_坟墓_：_你_的_口水_也_吐_在_了_其他_600_万人_的_身上_—_—_你_清楚_地_知道_这_一点_，_但_这_对_你_而言_，_却_完全_无所谓_。,1.5,0.75,0,3.24,2.37,2.81
